database_complete_detailed
Plant ID,Common Name,Scientific Name,Family,Arabic Name,Difficulty,Type,Pet Safe,Watering (Full),Light Requirement,Light Description,Soil Type,Temperature Range,Humidity,Fertilizer,Plant Info (English),Plant Info (Arabic),Cairo Suitability,Summer Care,Winter Care,Image URL
syngonium_yellow,Syngonium Yellow,Syngonium podophyllum,Araceae,سينجونيوم أصفر,beginner,vine,no,weekly: Water when top 2 inches dry. Likes consistent moisture.,bright_indirect,Prefers bright indirect light but tolerates medium light,well_draining_potting,15-30°C (optimal: 22°C),high,monthly,"Yellow Syngonium (Neon Robusta) is a tropical climbing plant with stunning bright neon lemon-yellow leaves. One of the rarest and most beautiful Syngonium varieties, adding exceptional brightness and vitality to interior spaces. A fast-growing and easy-care plant, it purifies the air and adapts to different conditions. The vibrant yellow color makes it a living art piece.",سينجونيوم الأصفر (نيون روبوستا) نبات استوائي متسلق بأوراق صفراء ليمونية نيون زاهية مذهلة. من أندر وأجمل أصناف السينجونيوم، يضيف إشراقة وحيوية استثنائية للمساحات الداخلية. نبات سريع النمو وسهل العناية، ينقي الهواء ويتكيف مع الظروف المختلفة. اللون الأصفر النابض بالحياة يجعله قطعة فنية حية.,good,Water regularly during hot Cairo summers. Protect from harsh afternoon sun.,Reduce watering in cooler months. Maintain in bright location.,https://plantcultcairo.com/cdn/shop/files/20241120_122304.jpg?v=1732360572&width=823
tigers_jaw,Tiger's Jaw,Faucaria tigrina,Aizoaceae,فك النمر,beginner,succulent,yes,bi_weekly: Water when completely dry. Reduce significantly in winter dormancy.,bright_direct,Needs bright light with several hours of direct sun for flowering.,cactus_mix,10-32°C (optimal: 24°C),low,monthly_diluted,Unique succulent with fleshy leaves lined with soft teeth. Yellow daisy-like flowers.,عصاري فريد بأوراق لحمية مبطنة بأسنان ناعمة. أزهار صفراء تشبه الأقحوان.,excellent,Active growth. Regular watering and full sun. May flower in late summer.,Dormancy period. Minimal watering. Keep dry and cool.,https://kaynuna.co/cdn/shop/files/IMG_0271.jpg
tradescantia,Tradescantia,Tradescantia zebrina,Commelinaceae,تراديسكانتيا,beginner,vine,yes,weekly: Water when top 2 inches are dry,bright_indirect,Prefers bright indirect light,well_draining_potting,15-30°C (optimal: 22°C),medium,monthly,"A fast-growing climbing or creeping plant with beautiful colorful leaves that may be green, purple, or striped. A very easy plant perfect for beginners, can be grown as a hanging or creeping plant. Grows quickly and propagates easily from cuttings.",نبات متسلق أو زاحف سريع النمو بأوراق ملونة جميلة قد تكون خضراء، أرجوانية، أو مخططة. نبات سهل جداً ومثالي للمبتدئين، يمكن تربيته كنبات معلق أو زاحف. ينمو بسرعة ويتكاثر بسهولة من العقل.,good,Water regularly during hot Cairo summers. Protect from harsh afternoon sun.,Reduce watering in cooler months. Maintain in bright location.,https://plantcultcairo.com/cdn/shop/files/WhatsAppImage2023-05-09at11.44.28AM_1.jpg?v=1683625602&width=823
velvet_calathea,Velvet Calathea,Calathea warscewiczii,Marantaceae,كلاثيا المخملية,advanced,tropical,yes,weekly: Water when top 2-3cm of soil is dry. Keep soil slightly moist.,bright_indirect,Prefers bright indirect light,well_draining,18-28°C (optimal: 23°C),medium,monthly,Velvet Calathea - Calathea warscewiczii. Requires attentive care including proper humidity and watering.,كلاثيا المخملية - Calathea warscewiczii. نبات زينة داخلي جميل يضيف لمسة طبيعية للمكان. يحتاج لعناية منتظمة ومناسب للبيئة المصرية.,good,Increase watering frequency in Cairo's hot summer. Provide shade from direct afternoon sun.,Reduce watering in winter. Protect from cold drafts.,https://kaynuna.co/cdn/shop/files/Velvet_Plant.jpg?v=1759171998&width=1946
venus_flytrap,Venus Flytrap,Dionaea muscipula,Droseraceae,مصيدة ذبابة الزهرة,advanced,carnivorous,yes,twice_weekly: Keep soil constantly moist with DISTILLED or RAINWATER only. Never tap water.,bright_direct,Needs 4+ hours of direct sun daily for healthy traps.,sphagnum_peat_mix,5-35°C (optimal: 21°C),high,never,"Famous carnivorous plant that catches insects. Requires special care - distilled water only, no fertilizer.",نبات آكل لحوم شهير يصطاد الحشرات. يحتاج عناية خاصة - ماء مقطر فقط، بدون تسميد.,challenging,Very challenging in Cairo's dry heat and hard water. Needs pure water source and high humidity.,Requires cool dormancy period (0-10°C) for 3-4 months. Very difficult in warm climate.,https://kaynuna.co/cdn/shop/files/A97ED20E-20E8-47E1-894B-409758B6A4DE.jpg
watermelon_pellionia,Watermelon Pellionia,Pellionia repens,Urticaceae,بيليونيا البطيخ,intermediate,foliage,yes,weekly: Water when top 2 inches are dry.,medium_indirect,Adapts to various light conditions,well_draining,15-30°C (optimal: 22°C),medium,monthly,"A trailing stunner with bold, silvery-green leaves marked like brushstrokes and reddish undersides that glow when they catch the light. The Pellionia pulchra isn’t the easiest plant, but she's worth it if you’re looking for something unique and dramatic. Perfect for hanging baskets or shelves where her vines can spill down in style.",بيليونيا البطيخ (نبات متدلي مذهل بأوراق خضراء فضية جريئة مرسومة زي ضربات الفرشاة وجوانب سفلية حمراء تتوهج عندما يلامسها الضوء. ليست النبتة الأسهل، لكنها تستحق العناء إذا كنت تبحث عن شيء فريد ودرامي. مثالية للسلال المعلقة أو الرفوف حيث يمكن لكرومها أن تتدلى بأناقة.,good,Increase watering frequency in Cairo's hot summer. Provide shade from direct afternoon sun.,Reduce watering in winter. Protect from cold drafts.,https://kaynuna.co/cdn/shop/files/8E43E1DB-6471-4291-A60C-842766ABA07B.jpg?v=1759144422&width=1946
white_flamingo_flower,White Flamingo Flower,Anthurium andraeanum,Araceae,أنثوريوم أبيض,intermediate,flowering,no,twice_weekly: Keep soil consistently moist during blooming season.,bright_indirect,Bright indirect light for best flowering,well_draining,15-30°C (optimal: 22°C),high,monthly,"elegant white blooms and glossy green leaves. The white flamingo flower adds a calm, clean touch to any room. she blooms for months with the right care and light. easy to keep happy with consistent light and moisture.",زهرة الفلامنجو البيضاء (أنثوريوم) تتميز بأزهار بيضاء أنيقة وأوراق خضراء لامعة. تضفي لمسة هادئة ونظيفة ونقية على أي غرفة. تزهر لعدة أشهر مع العناية والضوء المناسبين. من السهل الحفاظ على سعادتها مع توفر ضوء ورطوبة ثابتين.,good,Increase watering frequency in Cairo's hot summer. Provide shade from direct afternoon sun.,Reduce watering in winter. Protect from cold drafts.,https://kaynuna.co/cdn/shop/files/8B2FF719-F627-4B89-8E93-6D30578A38A7.jpg?v=1758022185&width=1946
white_nerve,White Nerve,Fittonia albivenis,Acanthaceae,فيتونيا بيضاء,intermediate,foliage,yes,weekly: Water when top 2 inches are dry.,medium_indirect,Adapts to various light conditions,well_draining,15-30°C (optimal: 22°C),medium,monthly,"she stands out with bright green leaves traced with soft pink veins. Fittonias are dramatic — they wilt when thirsty, then bounce back after a drink. care level: moderate, prefers bright indirect light and a steady routine.",نبات العصب الوردي (فيتونيا) يتميز بأوراق خضراء زاهية مخططة بعروق وردية ناعمة. الفيتونيا نبات درامي — تذبل عندما تكون عطشى، ثم تنتعش بعد الشرب. مستوى العناية: متوسط، يفضل الضوء الساطع غير المباشر والروتين الثابت.,good,Increase watering frequency in Cairo's hot summer. Provide shade from direct afternoon sun.,Reduce watering in winter. Protect from cold drafts.,https://kaynuna.co/cdn/shop/files/IMG_1684.jpg?v=1696369207&width=1946
white_pothos,White Pothos,Epipremnum spp.,Araceae,البوتس الأبيض,beginner,vine,yes,weekly: Water when top 2 inches are dry,bright_indirect,Prefers bright indirect light,well_draining_potting,15-30°C (optimal: 22°C),medium,monthly,"A beautiful climbing plant characterized by green leaves with stunning creamy white spots. An easy-care and fast-growing plant, perfect for beginners. Can be grown as a hanging plant or climbing on a support. Purifies the air and adds an aesthetic touch to the place.",نبات متسلق جميل يتميز بأوراقه الخضراء مع بقع بيضاء كريمية مذهلة. نبات سهل العناية وسريع النمو، مثالي للمبتدئين. يمكن تربيته كنبات معلق أو متسلق على دعامة. ينقي الهواء ويضيف لمسة جمالية للمكان.,good,Water regularly during hot Cairo summers. Protect from harsh afternoon sun.,Reduce watering in cooler months. Maintain in bright location.,https://plantcultcairo.com/cdn/shop/files/20240610_155150.jpg?v=1719328186&width=823
yucca_ananas,Yucca Ananas,Yucca aloifolia,Asparagaceae,يوكا الأناناس,intermediate,foliage,yes,weekly: Water when top 2 inches are dry,bright_indirect,Prefers bright indirect light,well_draining_potting,15-30°C (optimal: 22°C),medium,monthly,"A miniature Yucca plant with thick green sword-like leaves and a growth rosette resembling a pineapple. A strong plant that withstands difficult conditions, perfect for beginners. Adds an elegant tropical touch to interior decor with a suitable size.",نبات يوكا مصغر بأوراق خضراء سميكة تشبه السيف وردة نمو تشبه الأناناس. نبات قوي ومتحمل للظروف الصعبة، مثالي للمبتدئين. يضيف لمسة استوائية أنيقة للديكور الداخلي بحجم مناسب.,good,Water regularly during hot Cairo summers. Protect from harsh afternoon sun.,Reduce watering in cooler months. Maintain in bright location.,https://plantcultcairo.com/cdn/shop/files/WhatsApp_Image_2025-05-06_at_12.53.35_12be0e86-69b5-4f00-988b-370cead4116f.jpg?v=1746525655&width=823
yucca_elephantipes,Yucca Elephantipes,Yucca elephantipes,Asparagaceae,يوكا إليفانتيبس,intermediate,foliage,yes,weekly: Water when top 2 inches are dry,bright_indirect,Prefers bright indirect light,well_draining_potting,15-30°C (optimal: 22°C),medium,monthly,"A classic Yucca plant with a thick trunk resembling an elephant's foot and long shiny green leaves without thorns. A very strong and resilient plant, perfect for offices and homes. Can reach large heights and live for many years.",نبات يوكا كلاسيكي بجذع سميك يشبه قدم الفيل وأوراق خضراء طويلة لامعة بدون أشواك. نبات قوي جداً ومتحمل، مثالي للمكاتب والمنازل. يمكن أن يصل لارتفاعات كبيرة ويعيش لسنوات طويلة.,good,Water regularly during hot Cairo summers. Protect from harsh afternoon sun.,Reduce watering in cooler months. Maintain in bright location.,https://plantcultcairo.com/cdn/shop/files/WhatsAppImage2023-06-01at2.39.32PM_1.jpg?v=1685689068&width=823
zz_plant,ZZ Plant,Zamioculcas zamiifolia,Araceae,نبات زي زي,beginner,tropical,no,every_3_weeks: Water deeply but infrequently. Extremely drought tolerant.,low_light,"Thrives in low light, perfect for offices and windowless rooms",well_draining,15-32°C (optimal: 24°C),low,quarterly,"The ZZ Plant is one of the strongest indoor plants and most tolerant of neglect. Characterized by its shiny thick leaves growing on strong stems. Known for its ability to store water in its tuberous roots, making it drought-resistant. Perfect for beginners and offices as it does not require constant care. Grows slowly but lives for many years.",نبات الزي زي من أقوى النباتات الداخلية وأكثرها تحملاً للإهمال. يتميز بأوراقه اللامعة السميكة التي تنمو على سيقان قوية. يُعرف بقدرته على تخزين الماء في جذوره الدرنية، مما يجعله مقاوماً للجفاف. مثالي للمبتدئين والمكاتب حيث لا يحتاج إلى عناية مستمرة. ينمو ببطء لكنه يعيش لسنوات طويلة.,excellent,"Can handle Cairo heat well, minimal care needed","Perfect for heated indoor spaces, reduce watering further",https://kaynuna.co/cdn/shop/files/ZZ_Plants_16cm_30cm.jpg
